timestamp,pod_name,namespace,node,cpu_usage_cores,memory_usage_mb,cpu_request_cores,memory_request_mb
2026-01-31T03:00:00Z,legacy-etl-2e7b4,production,node-03,0.0671,99.0,2.0,4096
2026-01-31T03:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.5171,3481.3,4.0,8192
2026-01-31T03:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0908,127.7,0.25,256
2026-01-31T04:00:00Z,api-gateway-7f8d9,production,node-01,0.1200,207.8,0.5,512
2026-01-31T04:00:00Z,batch-processor-1d5f3,production,node-01,0.3010,1068.6,1.0,2048
2026-01-31T04:00:00Z,cache-layer-5f1d9,production,node-01,0.2323,524.3,0.5,1024
2026-01-31T04:00:00Z,data-pipeline-4a2c1,production,node-02,0.6510,2292.2,2.0,4096
2026-01-31T04:00:00Z,legacy-etl-2e7b4,production,node-03,0.0946,76.3,2.0,4096
2026-01-31T04:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.9582,2800.8,4.0,8192
2026-01-31T04:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1271,98.1,0.25,256
2026-01-31T05:00:00Z,api-gateway-7f8d9,production,node-01,0.1238,188.6,0.5,512
2026-01-31T05:00:00Z,batch-processor-1d5f3,production,node-01,0.4218,987.3,1.0,2048
2026-01-31T05:00:00Z,cache-layer-5f1d9,production,node-01,0.1676,553.1,0.5,1024
2026-01-31T05:00:00Z,data-pipeline-4a2c1,production,node-02,0.8402,2096.7,2.0,4096
2026-01-31T05:00:00Z,legacy-etl-2e7b4,production,node-03,0.0595,71.1,2.0,4096
2026-01-31T05:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.5724,3725.9,4.0,8192
2026-01-31T05:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1176,118.6,0.25,256
2026-01-31T06:00:00Z,api-gateway-7f8d9,production,node-01,0.1263,204.6,0.5,512
2026-01-31T06:00:00Z,batch-processor-1d5f3,production,node-01,0.3951,801.5,1.0,2048
2026-01-31T06:00:00Z,cache-layer-5f1d9,production,node-01,0.2009,663.9,0.5,1024
2026-01-31T06:00:00Z,data-pipeline-4a2c1,production,node-02,0.7625,1898.4,2.0,4096
2026-01-31T06:00:00Z,legacy-etl-2e7b4,production,node-03,0.0605,95.9,2.0,4096
2026-01-31T06:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.8811,4279.8,4.0,8192
2026-01-31T06:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0848,118.0,0.25,256
2026-01-31T07:00:00Z,api-gateway-7f8d9,production,node-01,0.1290,187.4,0.5,512
2026-01-31T07:00:00Z,batch-processor-1d5f3,production,node-01,0.3914,1060.6,1.0,2048
2026-01-31T07:00:00Z,cache-layer-5f1d9,production,node-01,0.2055,502.0,0.5,1024
2026-01-31T07:00:00Z,data-pipeline-4a2c1,production,node-02,0.9947,1640.6,2.0,4096
2026-01-31T07:00:00Z,legacy-etl-2e7b4,production,node-03,0.0652,86.8,2.0,4096
2026-01-31T07:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.6436,2955.1,4.0,8192
2026-01-31T07:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1011,128.1,0.25,256
2026-01-31T08:00:00Z,api-gateway-7f8d9,production,node-01,0.1690,227.7,0.5,512
2026-01-31T08:00:00Z,batch-processor-1d5f3,production,node-01,0.5082,801.5,1.0,2048
2026-01-31T08:00:00Z,cache-layer-5f1d9,production,node-01,0.2557,618.9,0.5,1024
2026-01-31T08:00:00Z,data-pipeline-4a2c1,production,node-02,0.7453,2113.4,2.0,4096
2026-01-31T08:00:00Z,legacy-etl-2e7b4,production,node-03,0.0624,86.6,2.0,4096
2026-01-31T08:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.6616,3281.0,4.0,8192
2026-01-31T08:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1508,137.6,0.25,256
2026-01-31T09:00:00Z,api-gateway-7f8d9,production,node-01,0.1461,217.0,0.5,512
2026-01-31T09:00:00Z,batch-processor-1d5f3,production,node-01,0.3701,1004.4,1.0,2048
2026-01-31T09:00:00Z,cache-layer-5f1d9,production,node-01,0.2434,565.4,0.5,1024
2026-01-31T09:00:00Z,data-pipeline-4a2c1,production,node-02,0.8036,1711.5,2.0,4096
2026-01-31T09:00:00Z,legacy-etl-2e7b4,production,node-03,0.0590,73.4,2.0,4096
2026-01-31T09:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.6420,3430.7,4.0,8192
2026-01-31T09:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1229,145.8,0.25,256
2026-01-31T10:00:00Z,api-gateway-7f8d9,production,node-01,0.0998,263.0,0.5,512
2026-01-31T10:00:00Z,batch-processor-1d5f3,production,node-01,0.3691,1059.7,1.0,2048
2026-01-31T10:00:00Z,cache-layer-5f1d9,production,node-01,0.1518,577.5,0.5,1024
2026-01-31T10:00:00Z,data-pipeline-4a2c1,production,node-02,1.0142,1976.7,2.0,4096
2026-01-31T10:00:00Z,legacy-etl-2e7b4,production,node-03,0.0199,83.5,2.0,4096
2026-01-31T10:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.0239,3386.1,4.0,8192
2026-01-31T10:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1321,140.0,0.25,256
2026-01-31T11:00:00Z,api-gateway-7f8d9,production,node-01,0.0911,248.6,0.5,512
2026-01-31T11:00:00Z,batch-processor-1d5f3,production,node-01,0.4423,1008.7,1.0,2048
2026-01-31T11:00:00Z,cache-layer-5f1d9,production,node-01,0.2155,596.4,0.5,1024
2026-01-31T11:00:00Z,data-pipeline-4a2c1,production,node-02,0.6943,1739.4,2.0,4096
2026-01-31T11:00:00Z,legacy-etl-2e7b4,production,node-03,0.0419,99.5,2.0,4096
2026-01-31T11:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.2718,3987.7,4.0,8192
2026-01-31T11:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0952,100.8,0.25,256
2026-01-31T12:00:00Z,api-gateway-7f8d9,production,node-01,0.1294,253.8,0.5,512
2026-01-31T12:00:00Z,batch-processor-1d5f3,production,node-01,0.2998,602.8,1.0,2048
2026-01-31T12:00:00Z,cache-layer-5f1d9,production,node-01,0.3285,625.1,0.5,1024
2026-01-31T12:00:00Z,data-pipeline-4a2c1,production,node-02,1.2221,2045.0,2.0,4096
2026-01-31T12:00:00Z,legacy-etl-2e7b4,production,node-03,0.0706,83.6,2.0,4096
2026-01-31T12:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.2023,3644.6,4.0,8192
2026-01-31T12:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1211,125.4,0.25,256
2026-01-31T13:00:00Z,api-gateway-7f8d9,production,node-01,0.1352,194.0,0.5,512
2026-01-31T13:00:00Z,batch-processor-1d5f3,production,node-01,0.3044,1266.1,1.0,2048
2026-01-31T13:00:00Z,cache-layer-5f1d9,production,node-01,0.3617,519.3,0.5,1024
2026-01-31T13:00:00Z,data-pipeline-4a2c1,production,node-02,0.8001,1654.1,2.0,4096
2026-01-31T13:00:00Z,legacy-etl-2e7b4,production,node-03,0.0735,104.6,2.0,4096
2026-01-31T13:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.1665,3925.2,4.0,8192
2026-01-31T13:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1288,130.1,0.25,256
2026-01-31T14:00:00Z,api-gateway-7f8d9,production,node-01,0.1991,235.4,0.5,512
2026-01-31T14:00:00Z,batch-processor-1d5f3,production,node-01,0.3681,1081.4,1.0,2048
2026-01-31T14:00:00Z,cache-layer-5f1d9,production,node-01,0.2520,492.7,0.5,1024
2026-01-31T14:00:00Z,data-pipeline-4a2c1,production,node-02,0.8105,2156.7,2.0,4096
2026-01-31T14:00:00Z,legacy-etl-2e7b4,production,node-03,0.0598,80.2,2.0,4096
2026-01-31T14:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.7768,3403.1,4.0,8192
2026-01-31T14:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0778,127.4,0.25,256
2026-01-31T15:00:00Z,api-gateway-7f8d9,production,node-01,0.1372,236.6,0.5,512
2026-01-31T15:00:00Z,batch-processor-1d5f3,production,node-01,0.3285,908.3,1.0,2048
2026-01-31T15:00:00Z,cache-layer-5f1d9,production,node-01,0.3348,548.1,0.5,1024
2026-01-31T15:00:00Z,data-pipeline-4a2c1,production,node-02,0.8531,1963.0,2.0,4096
2026-01-31T15:00:00Z,legacy-etl-2e7b4,production,node-03,0.0723,100.9,2.0,4096
2026-01-31T15:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.0105,3587.6,4.0,8192
2026-01-31T15:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0851,138.4,0.25,256
2026-01-31T16:00:00Z,api-gateway-7f8d9,production,node-01,0.1541,213.0,0.5,512
2026-01-31T16:00:00Z,batch-processor-1d5f3,production,node-01,0.5382,969.3,1.0,2048
2026-01-31T16:00:00Z,cache-layer-5f1d9,production,node-01,0.3158,633.7,0.5,1024
2026-01-31T16:00:00Z,data-pipeline-4a2c1,production,node-02,0.7061,2058.6,2.0,4096
2026-01-31T16:00:00Z,legacy-etl-2e7b4,production,node-03,0.0556,108.9,2.0,4096
2026-01-31T16:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.4837,3691.8,4.0,8192
2026-01-31T16:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1065,109.5,0.25,256
2026-01-31T17:00:00Z,api-gateway-7f8d9,production,node-01,0.1368,217.8,0.5,512
2026-01-31T17:00:00Z,batch-processor-1d5f3,production,node-01,0.2963,1066.8,1.0,2048
2026-01-31T17:00:00Z,cache-layer-5f1d9,production,node-01,0.3077,577.5,0.5,1024
2026-01-31T17:00:00Z,data-pipeline-4a2c1,production,node-02,0.7532,1719.7,2.0,4096
2026-01-31T17:00:00Z,legacy-etl-2e7b4,production,node-03,0.0591,87.5,2.0,4096
2026-01-31T17:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.1853,3703.8,4.0,8192
2026-01-31T17:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0844,121.3,0.25,256
2026-01-31T18:00:00Z,api-gateway-7f8d9,production,node-01,0.1347,251.6,0.5,512
2026-01-31T18:00:00Z,batch-processor-1d5f3,production,node-01,0.5225,1270.8,1.0,2048
2026-01-31T18:00:00Z,cache-layer-5f1d9,production,node-01,0.2410,571.0,0.5,1024
2026-01-31T18:00:00Z,data-pipeline-4a2c1,production,node-02,0.6346,2054.5,2.0,4096
2026-01-31T18:00:00Z,legacy-etl-2e7b4,production,node-03,0.0475,82.8,2.0,4096
2026-01-31T18:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.9313,3630.1,4.0,8192
2026-01-31T18:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0883,141.1,0.25,256
2026-01-31T19:00:00Z,api-gateway-7f8d9,production,node-01,0.1223,165.9,0.5,512
2026-01-31T19:00:00Z,batch-processor-1d5f3,production,node-01,0.5803,1144.2,1.0,2048
2026-01-31T19:00:00Z,cache-layer-5f1d9,production,node-01,0.2767,539.0,0.5,1024
2026-01-31T19:00:00Z,data-pipeline-4a2c1,production,node-02,0.8667,2353.7,2.0,4096
2026-01-31T19:00:00Z,legacy-etl-2e7b4,production,node-03,0.0631,52.4,2.0,4096
2026-01-31T19:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.4819,3572.0,4.0,8192
2026-01-31T19:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1167,138.0,0.25,256
2026-01-31T20:00:00Z,api-gateway-7f8d9,production,node-01,0.1471,223.7,0.5,512
2026-01-31T20:00:00Z,batch-processor-1d5f3,production,node-01,0.3909,814.5,1.0,2048
2026-01-31T20:00:00Z,cache-layer-5f1d9,production,node-01,0.2369,626.9,0.5,1024
2026-01-31T20:00:00Z,data-pipeline-4a2c1,production,node-02,0.6251,1834.9,2.0,4096
2026-01-31T20:00:00Z,legacy-etl-2e7b4,production,node-03,0.0822,78.7,2.0,4096
2026-01-31T20:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.6346,3471.5,4.0,8192
2026-01-31T20:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1037,111.0,0.25,256
2026-01-31T21:00:00Z,api-gateway-7f8d9,production,node-01,0.0991,211.2,0.5,512
2026-01-31T21:00:00Z,batch-processor-1d5f3,production,node-01,0.4434,1108.8,1.0,2048
2026-01-31T21:00:00Z,cache-layer-5f1d9,production,node-01,0.2934,610.0,0.5,1024
2026-01-31T21:00:00Z,data-pipeline-4a2c1,production,node-02,1.1557,1910.4,2.0,4096
2026-01-31T21:00:00Z,legacy-etl-2e7b4,production,node-03,0.0533,86.6,2.0,4096
2026-01-31T21:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.9780,3849.1,4.0,8192
2026-01-31T21:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1116,116.6,0.25,256
2026-01-31T22:00:00Z,api-gateway-7f8d9,production,node-01,0.1245,241.0,0.5,512
2026-01-31T22:00:00Z,batch-processor-1d5f3,production,node-01,0.5627,1047.3,1.0,2048
2026-01-31T22:00:00Z,cache-layer-5f1d9,production,node-01,0.2548,483.7,0.5,1024
2026-01-31T22:00:00Z,data-pipeline-4a2c1,production,node-02,0.7538,2010.0,2.0,4096
2026-01-31T22:00:00Z,legacy-etl-2e7b4,production,node-03,0.0577,79.0,2.0,4096
2026-01-31T22:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.7898,3623.5,4.0,8192
2026-01-31T22:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1013,130.6,0.25,256
2026-01-31T23:00:00Z,api-gateway-7f8d9,production,node-01,0.1244,194.7,0.5,512
2026-01-31T23:00:00Z,batch-processor-1d5f3,production,node-01,0.4066,1058.4,1.0,2048
2026-01-31T23:00:00Z,cache-layer-5f1d9,production,node-01,0.1819,520.5,0.5,1024
2026-01-31T23:00:00Z,data-pipeline-4a2c1,production,node-02,0.8742,1620.2,2.0,4096
2026-01-31T23:00:00Z,legacy-etl-2e7b4,production,node-03,0.0174,73.8,2.0,4096
2026-01-31T23:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.4051,2706.6,4.0,8192
2026-01-31T23:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0881,146.2,0.25,256
2026-02-01T00:00:00Z,api-gateway-7f8d9,production,node-01,0.0901,205.1,0.5,512
2026-02-01T00:00:00Z,batch-processor-1d5f3,production,node-01,0.5767,1065.4,1.0,2048
2026-02-01T00:00:00Z,cache-layer-5f1d9,production,node-01,0.2412,543.6,0.5,1024
2026-02-01T00:00:00Z,data-pipeline-4a2c1,production,node-02,0.9129,2972.1,2.0,4096
2026-02-01T00:00:00Z,legacy-etl-2e7b4,production,node-03,0.0499,78.0,2.0,4096
2026-02-01T00:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.7036,3541.4,4.0,8192
2026-02-01T00:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0848,126.5,0.25,256
2026-02-01T01:00:00Z,api-gateway-7f8d9,production,node-01,0.1078,226.3,0.5,512
2026-02-01T01:00:00Z,batch-processor-1d5f3,production,node-01,0.3608,1051.4,1.0,2048
2026-02-01T01:00:00Z,cache-layer-5f1d9,production,node-01,0.1892,515.5,0.5,1024
2026-02-01T01:00:00Z,data-pipeline-4a2c1,production,node-02,0.4680,1913.7,2.0,4096
2026-02-01T01:00:00Z,legacy-etl-2e7b4,production,node-03,0.0748,91.6,2.0,4096
2026-02-01T01:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.6655,4744.0,4.0,8192
2026-02-01T01:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1035,139.8,0.25,256
2026-02-01T02:00:00Z,api-gateway-7f8d9,production,node-01,0.0934,222.7,0.5,512
2026-02-01T02:00:00Z,batch-processor-1d5f3,production,node-01,0.3672,1009.5,1.0,2048
2026-02-01T02:00:00Z,cache-layer-5f1d9,production,node-01,0.2508,511.7,0.5,1024
2026-02-01T02:00:00Z,data-pipeline-4a2c1,production,node-02,0.9325,1832.3,2.0,4096
2026-02-01T02:00:00Z,legacy-etl-2e7b4,production,node-03,0.0587,86.4,2.0,4096
2026-02-01T02:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.1280,3201.5,4.0,8192
2026-02-01T02:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0875,128.4,0.25,256
2026-02-01T03:00:00Z,api-gateway-7f8d9,production,node-01,0.1513,219.8,0.5,512
2026-02-01T03:00:00Z,batch-processor-1d5f3,production,node-01,0.3858,859.7,1.0,2048
2026-02-01T03:00:00Z,cache-layer-5f1d9,production,node-01,0.2459,574.5,0.5,1024
2026-02-01T03:00:00Z,data-pipeline-4a2c1,production,node-02,0.7453,1950.7,2.0,4096
2026-02-01T03:00:00Z,legacy-etl-2e7b4,production,node-03,0.0606,73.1,2.0,4096
2026-02-01T03:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.2062,3880.2,4.0,8192
2026-02-01T03:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0608,113.0,0.25,256
2026-02-01T04:00:00Z,api-gateway-7f8d9,production,node-01,0.0904,217.4,0.5,512
2026-02-01T04:00:00Z,batch-processor-1d5f3,production,node-01,0.3571,969.1,1.0,2048
2026-02-01T04:00:00Z,cache-layer-5f1d9,production,node-01,0.2191,485.6,0.5,1024
2026-02-01T04:00:00Z,data-pipeline-4a2c1,production,node-02,0.7179,2030.4,2.0,4096
2026-02-01T04:00:00Z,legacy-etl-2e7b4,production,node-03,0.0536,82.3,2.0,4096
2026-02-01T04:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.3843,3296.0,4.0,8192
2026-02-01T04:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1124,122.5,0.25,256
2026-02-01T05:00:00Z,api-gateway-7f8d9,production,node-01,0.0901,216.0,0.5,512
2026-02-01T05:00:00Z,batch-processor-1d5f3,production,node-01,0.4910,1002.0,1.0,2048
2026-02-01T05:00:00Z,cache-layer-5f1d9,production,node-01,0.2583,607.0,0.5,1024
2026-02-01T05:00:00Z,data-pipeline-4a2c1,production,node-02,1.3135,1744.2,2.0,4096
2026-02-01T05:00:00Z,legacy-etl-2e7b4,production,node-03,0.0357,68.3,2.0,4096
2026-02-01T05:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.0864,3776.0,4.0,8192
2026-02-01T05:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0789,120.5,0.25,256
2026-02-01T06:00:00Z,api-gateway-7f8d9,production,node-01,0.1267,249.7,0.5,512
2026-02-01T06:00:00Z,batch-processor-1d5f3,production,node-01,0.3150,784.0,1.0,2048
2026-02-01T06:00:00Z,cache-layer-5f1d9,production,node-01,0.3391,585.7,0.5,1024
2026-02-01T06:00:00Z,data-pipeline-4a2c1,production,node-02,0.8280,1894.5,2.0,4096
2026-02-01T06:00:00Z,legacy-etl-2e7b4,production,node-03,0.0637,73.7,2.0,4096
2026-02-01T06:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.4959,3716.8,4.0,8192
2026-02-01T06:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0586,117.4,0.25,256
2026-02-01T07:00:00Z,api-gateway-7f8d9,production,node-01,0.1253,199.1,0.5,512
2026-02-01T07:00:00Z,batch-processor-1d5f3,production,node-01,0.3522,840.8,1.0,2048
2026-02-01T07:00:00Z,cache-layer-5f1d9,production,node-01,0.1442,510.3,0.5,1024
2026-02-01T07:00:00Z,data-pipeline-4a2c1,production,node-02,0.7922,1418.5,2.0,4096
2026-02-01T07:00:00Z,legacy-etl-2e7b4,production,node-03,0.0590,84.3,2.0,4096
2026-02-01T07:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.5347,2916.0,4.0,8192
2026-02-01T07:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1217,103.4,0.25,256
2026-02-01T08:00:00Z,api-gateway-7f8d9,production,node-01,0.1276,196.4,0.5,512
2026-02-01T08:00:00Z,batch-processor-1d5f3,production,node-01,0.3872,1051.5,1.0,2048
2026-02-01T08:00:00Z,cache-layer-5f1d9,production,node-01,0.2909,611.3,0.5,1024
2026-02-01T08:00:00Z,data-pipeline-4a2c1,production,node-02,0.9489,2052.2,2.0,4096
2026-02-01T08:00:00Z,legacy-etl-2e7b4,production,node-03,0.0224,80.4,2.0,4096
2026-02-01T08:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.6919,4097.7,4.0,8192
2026-02-01T08:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1060,132.9,0.25,256
2026-02-01T09:00:00Z,api-gateway-7f8d9,production,node-01,0.1435,245.0,0.5,512
2026-02-01T09:00:00Z,batch-processor-1d5f3,production,node-01,0.3570,1075.8,1.0,2048
2026-02-01T09:00:00Z,cache-layer-5f1d9,production,node-01,0.1456,483.9,0.5,1024
2026-02-01T09:00:00Z,data-pipeline-4a2c1,production,node-02,0.5741,2177.1,2.0,4096
2026-02-01T09:00:00Z,legacy-etl-2e7b4,production,node-03,0.0685,90.8,2.0,4096
2026-02-01T09:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.5522,3418.9,4.0,8192
2026-02-01T09:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1039,140.0,0.25,256
2026-02-01T10:00:00Z,api-gateway-7f8d9,production,node-01,0.1452,226.7,0.5,512
2026-02-01T10:00:00Z,batch-processor-1d5f3,production,node-01,0.4053,1145.9,1.0,2048
2026-02-01T10:00:00Z,cache-layer-5f1d9,production,node-01,0.2131,504.4,0.5,1024
2026-02-01T10:00:00Z,data-pipeline-4a2c1,production,node-02,0.9639,1706.4,2.0,4096
2026-02-01T10:00:00Z,legacy-etl-2e7b4,production,node-03,0.0482,78.4,2.0,4096
2026-02-01T10:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.0873,3886.7,4.0,8192
2026-02-01T10:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1381,99.0,0.25,256
2026-02-01T11:00:00Z,api-gateway-7f8d9,production,node-01,0.1790,183.7,0.5,512
2026-02-01T11:00:00Z,batch-processor-1d5f3,production,node-01,0.3845,940.8,1.0,2048
2026-02-01T11:00:00Z,cache-layer-5f1d9,production,node-01,0.2676,603.7,0.5,1024
2026-02-01T11:00:00Z,data-pipeline-4a2c1,production,node-02,0.8380,1707.0,2.0,4096
2026-02-01T11:00:00Z,legacy-etl-2e7b4,production,node-03,0.0418,94.4,2.0,4096
2026-02-01T11:00:00Z,model-serving-9b3e7,ml-inference,node-03,2.0136,4246.9,4.0,8192
2026-02-01T11:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1052,64.9,0.25,256
2026-02-01T12:00:00Z,api-gateway-7f8d9,production,node-01,0.1161,220.5,0.5,512
2026-02-01T12:00:00Z,batch-processor-1d5f3,production,node-01,0.3407,849.1,1.0,2048
2026-02-01T12:00:00Z,cache-layer-5f1d9,production,node-01,0.1818,597.6,0.5,1024
2026-02-01T12:00:00Z,data-pipeline-4a2c1,production,node-02,0.9541,1995.4,2.0,4096
2026-02-01T12:00:00Z,legacy-etl-2e7b4,production,node-03,0.0447,84.8,2.0,4096
2026-02-01T12:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.4568,3568.7,4.0,8192
2026-02-01T12:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.0114,112.4,0.25,256
2026-02-01T13:00:00Z,api-gateway-7f8d9,production,node-01,0.1331,266.2,0.5,512
2026-02-01T13:00:00Z,batch-processor-1d5f3,production,node-01,0.2179,928.9,1.0,2048
2026-02-01T13:00:00Z,cache-layer-5f1d9,production,node-01,0.2558,654.2,0.5,1024
2026-02-01T13:00:00Z,data-pipeline-4a2c1,production,node-02,0.7934,2067.9,2.0,4096
2026-02-01T13:00:00Z,legacy-etl-2e7b4,production,node-03,0.0553,86.0,2.0,4096
2026-02-01T13:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.6156,3413.0,4.0,8192
2026-02-01T13:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1343,110.7,0.25,256
2026-02-01T14:00:00Z,api-gateway-7f8d9,production,node-01,0.1618,202.0,0.5,512
2026-02-01T14:00:00Z,batch-processor-1d5f3,production,node-01,0.3695,688.0,1.0,2048
2026-02-01T14:00:00Z,cache-layer-5f1d9,production,node-01,0.1980,600.6,0.5,1024
2026-02-01T14:00:00Z,data-pipeline-4a2c1,production,node-02,0.6948,2051.0,2.0,4096
2026-02-01T14:00:00Z,legacy-etl-2e7b4,production,node-03,0.0489,87.2,2.0,4096
2026-02-01T14:00:00Z,model-serving-9b3e7,ml-inference,node-03,1.5919,3574.2,4.0,8192
2026-02-01T14:00:00Z,monitoring-agent-6c8a2,observability,node-02,0.1040,127.4,0.25,256
2026-02-01T15:00:00Z,api-gateway-7f8d9,production,node-01,0.1116,213.5,0.5,512
2026-02-01T15:00:00Z,batch-processor-1d5f3,production,node-01,0.4827,952.6,1.0,2048
2026-02-01T15:00:00Z,cache-layer-5f1d9,production,node-01,0.2342,724.1,0.5,1024
